event_id,gmv_PGA,gmv_SA(0.3)
30,0.136,0.292
30,0.142,0.304
30,0.148,0.316
30,0.154,0.328
31,0.104,0.17
31,0.11,0.179
31,0.115,0.189
31,0.122,0.199
31,0.129,0.21
31,0.137,0.223
31,0.145,0.237
31,0.196,0.42
31,0.209,0.448
31,0.224,0.48
31,0.241,0.516
31,0.261,0.557
31,0.103,0.17
31,0.109,0.178
31,0.115,0.187
31,0.128,0.209
31,0.144,0.234
31,0.193,0.415
31,0.207,0.443
31,0.221,0.473
31,0.237,0.508
31,0.256,0.547
31,0.13,0.28
31,0.108,0.177
31,0.114,0.186
31,0.12,0.196
31,0.127,0.206
31,0.142,0.231
31,0.151,0.245
31,0.203,0.435
31,0.217,0.465
31,0.232,0.497
31,0.25,0.533
31,0.102,0.167
31,0.107,0.175
31,0.112,0.184
31,0.118,0.193
31,0.125,0.204
31,0.132,0.215
31,0.14,0.227
31,0.187,0.402
31,0.199,0.427
31,0.212,0.454
31,0.226,0.484
31,0.242,0.517
31,0.1,0.165
31,0.105,0.173
31,0.111,0.181
31,0.129,0.211
31,0.137,0.223
31,0.183,0.393
31,0.194,0.416
31,0.206,0.442
31,0.219,0.469
31,0.234,0.5
31,0.099,0.162
31,0.104,0.17
31,0.109,0.178
31,0.114,0.187
31,0.12,0.197
31,0.127,0.207
31,0.134,0.218
31,0.178,0.383
31,0.189,0.405
31,0.2,0.428
31,0.212,0.454
31,0.225,0.481
31,0.097,0.16
31,0.129,0.279
31,0.107,0.175
31,0.112,0.183
31,0.118,0.192
31,0.124,0.202
31,0.166,0.402
31,0.173,0.373
31,0.183,0.393
31,0.193,0.414
31,0.204,0.437
31,0.215,0.462
31,0.096,0.157
31,0.126,0.274
31,0.105,0.172
31,0.139,0.299
31,0.145,0.314
31,0.152,0.329
31,0.16,0.345
31,0.168,0.362
31,0.177,0.38
31,0.186,0.4
31,0.196,0.421
31,0.206,0.442
31,0.094,0.154
31,0.098,0.161
31,0.103,0.168
31,0.135,0.293
31,0.142,0.306
31,0.148,0.32
31,0.157,0.38
31,0.163,0.351
31,0.171,0.368
31,0.179,0.385
31,0.188,0.404
31,0.197,0.423
31,0.092,0.151
31,0.1,0.164
31,0.105,0.171
31,0.138,0.298
31,0.114,0.187
31,0.151,0.325
31,0.158,0.34
31,0.165,0.355
31,0.172,0.371
31,0.18,0.387
31,0.188,0.405
31,0.09,0.148
31,0.118,0.257
31,0.098,0.16
31,0.102,0.167
31,0.134,0.29
31,0.14,0.302
31,0.146,0.315
31,0.152,0.328
31,0.159,0.342
31,0.166,0.357
31,0.173,0.371
31,0.18,0.387
31,0.111,0.241
31,0.103,0.169
31,0.107,0.176
31,0.141,0.305
31,0.147,0.317
31,0.153,0.33
31,0.159,0.343
31,0.165,0.356
31,0.172,0.369
32,0.118,0.194
32,0.124,0.204
32,0.131,0.215
32,0.138,0.227
32,0.146,0.24
32,0.155,0.254
32,0.165,0.27
32,0.222,0.48
32,0.237,0.512
32,0.254,0.549
32,0.274,0.59
32,0.296,0.638
32,0.117,0.193
32,0.123,0.203
32,0.13,0.214
32,0.145,0.238
32,0.163,0.267
32,0.219,0.474
32,0.234,0.506
32,0.25,0.541
32,0.269,0.581
32,0.29,0.625
32,0.146,0.319
32,0.122,0.201
32,0.128,0.212
32,0.135,0.223
32,0.143,0.235
32,0.161,0.264
32,0.171,0.28
32,0.23,0.497
32,0.245,0.53
32,0.263,0.567
32,0.282,0.609
32,0.115,0.19
32,0.121,0.199
32,0.127,0.209
32,0.134,0.22
32,0.141,0.232
32,0.149,0.245
32,0.158,0.259
32,0.211,0.458
32,0.225,0.486
32,0.239,0.517
32,0.255,0.552
32,0.273,0.59
32,0.113,0.187
32,0.119,0.196
32,0.125,0.206
32,0.146,0.24
32,0.154,0.254
32,0.206,0.447
32,0.219,0.474
32,0.232,0.503
32,0.247,0.534
32,0.263,0.568
32,0.112,0.185
32,0.117,0.193
32,0.123,0.203
32,0.129,0.213
32,0.136,0.224
32,0.143,0.235
32,0.151,0.248
32,0.201,0.436
32,0.213,0.46
32,0.225,0.487
32,0.238,0.515
32,0.253,0.546
32,0.11,0.182
32,0.145,0.317
32,0.121,0.199
32,0.126,0.208
32,0.133,0.219
32,0.14,0.23
32,0.187,0.456
32,0.195,0.424
32,0.206,0.446
32,0.217,0.47
32,0.229,0.496
32,0.242,0.523
32,0.108,0.178
32,0.142,0.311
32,0.118,0.195
32,0.156,0.34
32,0.164,0.356
32,0.172,0.373
32,0.18,0.391
32,0.189,0.411
32,0.199,0.431
32,0.209,0.453
32,0.22,0.476
32,0.231,0.5
32,0.106,0.175
32,0.111,0.183
32,0.115,0.191
32,0.152,0.332
32,0.159,0.347
32,0.167,0.363
32,0.177,0.43
32,0.183,0.398
32,0.192,0.417
32,0.201,0.436
32,0.211,0.457
32,0.221,0.478
32,0.104,0.172
32,0.113,0.186
32,0.118,0.194
32,0.155,0.338
32,0.128,0.212
32,0.169,0.368
32,0.177,0.385
32,0.185,0.402
32,0.193,0.419
32,0.202,0.438
32,0.211,0.456
32,0.101,0.168
32,0.133,0.291
32,0.11,0.182
32,0.115,0.189
32,0.151,0.328
32,0.157,0.342
32,0.164,0.356
32,0.171,0.371
32,0.178,0.387
32,0.185,0.403
32,0.193,0.419
32,0.201,0.436
32,0.125,0.273
32,0.116,0.191
32,0.121,0.199
32,0.158,0.345
32,0.165,0.358
32,0.171,0.372
32,0.178,0.387
32,0.185,0.401
32,0.192,0.416
33,0.133,0.221
33,0.14,0.233
33,0.148,0.245
33,0.156,0.259
33,0.165,0.274
33,0.175,0.291
33,0.187,0.309
33,0.251,0.549
33,0.269,0.587
33,0.289,0.629
33,0.311,0.677
33,0.336,0.732
33,0.132,0.22
33,0.139,0.231
33,0.147,0.244
33,0.164,0.272
33,0.185,0.306
33,0.248,0.542
33,0.265,0.579
33,0.284,0.619
33,0.305,0.665
33,0.329,0.716
33,0.166,0.364
33,0.138,0.229
33,0.145,0.241
33,0.153,0.254
33,0.162,0.269
33,0.182,0.301
33,0.193,0.32
33,0.26,0.568
33,0.278,0.606
33,0.298,0.649
33,0.32,0.696
33,0.13,0.216
33,0.136,0.227
33,0.143,0.238
33,0.151,0.251
33,0.159,0.265
33,0.169,0.279
33,0.178,0.296
33,0.239,0.522
33,0.254,0.555
33,0.271,0.591
33,0.289,0.63
33,0.309,0.673
33,0.128,0.213
33,0.134,0.224
33,0.141,0.235
33,0.165,0.274
33,0.175,0.289
33,0.233,0.51
33,0.247,0.54
33,0.262,0.573
33,0.279,0.609
33,0.297,0.647
33,0.126,0.21
33,0.132,0.22
33,0.139,0.231
33,0.146,0.242
33,0.153,0.255
33,0.161,0.268
33,0.17,0.282
33,0.227,0.496
33,0.24,0.524
33,0.254,0.554
33,0.268,0.586
33,0.284,0.62
33,0.124,0.207
33,0.164,0.36
33,0.136,0.226
33,0.143,0.237
33,0.15,0.249
33,0.157,0.261
33,0.211,0.519
33,0.22,0.482
33,0.232,0.507
33,0.244,0.534
33,0.258,0.563
33,0.272,0.593
33,0.122,0.203
33,0.161,0.353
33,0.133,0.222
33,0.176,0.387
33,0.184,0.405
33,0.193,0.424
33,0.203,0.445
33,0.213,0.467
33,0.224,0.49
33,0.235,0.514
33,0.247,0.54
33,0.259,0.566
33,0.119,0.199
33,0.125,0.208
33,0.13,0.217
33,0.172,0.377
33,0.18,0.394
33,0.188,0.412
33,0.199,0.489
33,0.206,0.451
33,0.216,0.472
33,0.226,0.494
33,0.236,0.517
33,0.247,0.54
33,0.117,0.195
33,0.127,0.211
33,0.132,0.22
33,0.175,0.383
33,0.144,0.24
33,0.19,0.417
33,0.199,0.436
33,0.208,0.455
33,0.217,0.474
33,0.226,0.494
33,0.235,0.515
33,0.114,0.19
33,0.15,0.33
33,0.124,0.206
33,0.129,0.215
33,0.169,0.372
33,0.177,0.388
33,0.184,0.404
33,0.192,0.42
33,0.2,0.437
33,0.208,0.455
33,0.216,0.473
33,0.224,0.49
33,0.141,0.31
33,0.13,0.217
33,0.135,0.225
33,0.178,0.39
33,0.185,0.405
33,0.192,0.42
33,0.199,0.436
33,0.206,0.452
33,0.214,0.467
34,0.152,0.256
34,0.161,0.269
34,0.169,0.284
34,0.179,0.3
34,0.19,0.318
34,0.202,0.337
34,0.215,0.359
34,0.289,0.639
34,0.31,0.683
34,0.333,0.734
34,0.359,0.791
34,0.389,0.857
34,0.151,0.254
34,0.159,0.267
34,0.168,0.282
34,0.188,0.315
34,0.212,0.355
34,0.286,0.63
34,0.305,0.673
34,0.327,0.721
34,0.352,0.775
34,0.38,0.836
34,0.189,0.42
34,0.158,0.265
34,0.166,0.279
34,0.176,0.294
34,0.186,0.311
34,0.209,0.349
34,0.222,0.371
34,0.299,0.659
34,0.32,0.704
34,0.342,0.754
34,0.368,0.81
34,0.148,0.249
34,0.156,0.262
34,0.164,0.275
34,0.173,0.29
34,0.183,0.306
34,0.193,0.323
34,0.205,0.342
34,0.274,0.605
34,0.291,0.643
34,0.31,0.684
34,0.331,0.73
34,0.354,0.779
34,0.146,0.246
34,0.154,0.258
34,0.161,0.271
34,0.189,0.316
34,0.2,0.334
34,0.267,0.589
34,0.283,0.624
34,0.3,0.662
34,0.319,0.703
34,0.339,0.746
34,0.144,0.242
34,0.151,0.253
34,0.158,0.266
34,0.167,0.279
34,0.175,0.293
34,0.184,0.309
34,0.194,0.325
34,0.259,0.572
34,0.274,0.604
34,0.289,0.638
34,0.306,0.674
34,0.323,0.713
34,0.142,0.238
34,0.187,0.415
34,0.155,0.26
34,0.163,0.273
34,0.171,0.286
34,0.18,0.301
34,0.241,0.597
34,0.251,0.554
34,0.264,0.583
34,0.278,0.614
34,0.293,0.646
34,0.308,0.679
34,0.139,0.233
34,0.183,0.406
34,0.152,0.255
34,0.201,0.444
34,0.21,0.465
34,0.22,0.487
34,0.231,0.511
34,0.242,0.536
34,0.254,0.562
34,0.267,0.589
34,0.28,0.617
34,0.293,0.646
34,0.136,0.228
34,0.142,0.238
34,0.148,0.249
34,0.195,0.433
34,0.204,0.452
34,0.214,0.473
34,0.226,0.56
34,0.234,0.517
34,0.244,0.54
34,0.256,0.565
34,0.267,0.589
34,0.278,0.614
34,0.133,0.223
34,0.144,0.242
34,0.151,0.253
34,0.198,0.439
34,0.164,0.275
34,0.216,0.478
34,0.225,0.498
34,0.235,0.519
34,0.245,0.541
34,0.255,0.562
34,0.265,0.584
34,0.13,0.218
34,0.17,0.378
34,0.14,0.236
34,0.146,0.246
34,0.192,0.426
34,0.2,0.443
34,0.208,0.461
34,0.217,0.48
34,0.225,0.498
34,0.234,0.518
34,0.243,0.537
34,0.252,0.556
34,0.16,0.355
34,0.147,0.248
34,0.153,0.257
34,0.201,0.445
34,0.208,0.461
34,0.216,0.478
34,0.224,0.495
34,0.232,0.512
34,0.239,0.529
35,0.182,0.309
35,0.192,0.326
35,0.204,0.344
35,0.216,0.365
35,0.229,0.387
35,0.244,0.413
35,0.261,0.441
35,0.353,0.787
35,0.379,0.846
35,0.409,0.913
35,0.444,0.989
35,0.483,1.076
35,0.181,0.306
35,0.191,0.323
35,0.202,0.341
35,0.227,0.383
35,0.257,0.434
35,0.347,0.774
35,0.372,0.829
35,0.4,0.892
35,0.432,0.962
35,0.467,1.041
35,0.226,0.505
35,0.189,0.319
35,0.199,0.337
35,0.211,0.356
35,0.223,0.377
35,0.252,0.426
35,0.269,0.454
35,0.362,0.808
35,0.388,0.865
35,0.416,0.928
35,0.447,0.997
35,0.177,0.299
35,0.186,0.315
35,0.196,0.332
35,0.207,0.35
35,0.219,0.37
35,0.232,0.392
35,0.246,0.416
35,0.33,0.736
35,0.351,0.783
35,0.374,0.835
35,0.399,0.89
35,0.426,0.95
35,0.174,0.295
35,0.183,0.31
35,0.192,0.326
35,0.226,0.382
35,0.239,0.404
35,0.32,0.713
35,0.339,0.756
35,0.359,0.801
35,0.381,0.85
35,0.404,0.9
35,0.171,0.29
35,0.179,0.304
35,0.188,0.319
35,0.198,0.335
35,0.209,0.353
35,0.22,0.372
35,0.232,0.392
35,0.309,0.689
35,0.326,0.727
35,0.344,0.767
35,0.363,0.809
35,0.382,0.851
35,0.167,0.284
35,0.222,0.496
35,0.184,0.312
35,0.193,0.327
35,0.203,0.343
35,0.213,0.36
35,0.286,0.715
35,0.297,0.663
35,0.313,0.697
35,0.328,0.732
35,0.345,0.768
35,0.361,0.804
35,0.164,0.278
35,0.216,0.484
35,0.179,0.304
35,0.237,0.53
35,0.248,0.555
35,0.26,0.581
35,0.273,0.609
35,0.286,0.638
35,0.299,0.668
35,0.313,0.698
35,0.327,0.729
35,0.341,0.76
35,0.16,0.271
35,0.167,0.283
35,0.174,0.296
35,0.23,0.515
35,0.24,0.538
35,0.251,0.562
35,0.265,0.665
35,0.274,0.612
35,0.286,0.639
35,0.298,0.665
35,0.31,0.692
35,0.322,0.718
35,0.156,0.265
35,0.17,0.287
35,0.177,0.299
35,0.233,0.52
35,0.192,0.325
35,0.253,0.564
35,0.263,0.587
35,0.273,0.611
35,0.284,0.634
35,0.294,0.657
35,0.304,0.679
35,0.152,0.258
35,0.2,0.447
35,0.165,0.279
35,0.171,0.29
35,0.225,0.503
35,0.234,0.522
35,0.243,0.543
35,0.252,0.563
35,0.261,0.584
35,0.27,0.604
35,0.279,0.624
35,0.288,0.643
35,0.187,0.419
35,0.172,0.291
35,0.178,0.302
35,0.233,0.521
35,0.241,0.54
35,0.25,0.558
35,0.258,0.576
35,0.265,0.593
35,0.273,0.609
36,0.091,0.149
36,0.096,0.156
36,0.101,0.164
36,0.107,0.173
36,0.113,0.182
36,0.119,0.193
36,0.127,0.204
36,0.17,0.362
36,0.181,0.385
36,0.194,0.411
36,0.207,0.44
36,0.223,0.473
36,0.092,0.15
36,0.097,0.157
36,0.102,0.165
36,0.114,0.184
36,0.128,0.207
36,0.172,0.366
36,0.184,0.391
36,0.197,0.418
36,0.211,0.448
36,0.228,0.483
36,0.117,0.25
36,0.097,0.158
36,0.102,0.166
36,0.108,0.175
36,0.114,0.185
36,0.129,0.208
36,0.137,0.222
36,0.185,0.394
36,0.199,0.422
36,0.214,0.454
36,0.231,0.489
36,0.093,0.151
36,0.097,0.158
36,0.103,0.167
36,0.108,0.176
36,0.115,0.186
36,0.122,0.197
36,0.129,0.209
36,0.174,0.371
36,0.186,0.396
36,0.2,0.424
36,0.215,0.456
36,0.233,0.493
36,0.093,0.151
36,0.097,0.158
36,0.103,0.167
36,0.122,0.197
36,0.129,0.209
36,0.174,0.371
36,0.186,0.396
36,0.2,0.424
36,0.215,0.456
36,0.233,0.493
36,0.092,0.15
36,0.097,0.158
36,0.102,0.166
36,0.108,0.175
36,0.114,0.185
36,0.121,0.196
36,0.129,0.208
36,0.173,0.369
36,0.185,0.394
36,0.199,0.422
36,0.214,0.454
36,0.231,0.489
36,0.092,0.15
36,0.122,0.262
36,0.102,0.165
36,0.108,0.174
36,0.114,0.184
36,0.12,0.195
36,0.163,0.39
36,0.172,0.366
36,0.184,0.39
36,0.197,0.418
36,0.211,0.448
36,0.228,0.482
36,0.091,0.149
36,0.121,0.26
36,0.101,0.164
36,0.135,0.288
36,0.142,0.304
36,0.151,0.321
36,0.16,0.341
36,0.17,0.362
36,0.181,0.385
36,0.193,0.411
36,0.207,0.44
36,0.223,0.473
36,0.091,0.147
36,0.095,0.155
36,0.1,0.162
36,0.133,0.285
36,0.14,0.3
36,0.149,0.317
36,0.159,0.38
36,0.167,0.356
36,0.178,0.378
36,0.19,0.403
36,0.203,0.43
36,0.217,0.46
36,0.09,0.146
36,0.099,0.16
36,0.104,0.169
36,0.138,0.296
36,0.116,0.187
36,0.155,0.33
36,0.164,0.349
36,0.174,0.37
36,0.185,0.393
36,0.197,0.419
36,0.21,0.446
36,0.088,0.144
36,0.117,0.251
36,0.097,0.158
36,0.102,0.166
36,0.136,0.291
36,0.143,0.306
36,0.151,0.323
36,0.16,0.341
36,0.169,0.361
36,0.18,0.382
36,0.191,0.406
36,0.203,0.431
36,0.11,0.236
36,0.106,0.171
36,0.111,0.18
36,0.148,0.316
36,0.156,0.333
36,0.165,0.351
36,0.174,0.371
36,0.184,0.392
36,0.195,0.415
37,0.103,0.169
37,0.108,0.177
37,0.114,0.187
37,0.12,0.197
37,0.127,0.208
37,0.135,0.22
37,0.143,0.233
37,0.192,0.412
37,0.205,0.439
37,0.219,0.469
37,0.235,0.503
37,0.253,0.54
37,0.104,0.17
37,0.109,0.179
37,0.115,0.188
37,0.129,0.21
37,0.145,0.236
37,0.195,0.418
37,0.208,0.446
37,0.223,0.477
37,0.24,0.512
37,0.258,0.552
37,0.132,0.285
37,0.11,0.18
37,0.116,0.189
37,0.122,0.2
37,0.129,0.211
37,0.146,0.237
37,0.156,0.253
37,0.21,0.45
37,0.225,0.482
37,0.243,0.519
37,0.262,0.56
37,0.105,0.171
37,0.11,0.18
37,0.116,0.19
37,0.123,0.2
37,0.13,0.212
37,0.138,0.224
37,0.147,0.238
37,0.197,0.423
37,0.211,0.452
37,0.227,0.485
37,0.244,0.522
37,0.265,0.565
37,0.105,0.171
37,0.11,0.18
37,0.116,0.19
37,0.138,0.224
37,0.147,0.238
37,0.197,0.423
37,0.211,0.452
37,0.227,0.485
37,0.244,0.522
37,0.265,0.565
37,0.104,0.171
37,0.11,0.18
37,0.116,0.189
37,0.122,0.2
37,0.129,0.211
37,0.137,0.224
37,0.146,0.237
37,0.196,0.421
37,0.21,0.45
37,0.225,0.482
37,0.243,0.519
37,0.262,0.56
37,0.104,0.17
37,0.138,0.298
37,0.115,0.188
37,0.121,0.198
37,0.129,0.21
37,0.136,0.222
37,0.185,0.445
37,0.195,0.418
37,0.208,0.446
37,0.223,0.477
37,0.239,0.512
37,0.258,0.552
37,0.103,0.169
37,0.137,0.296
37,0.114,0.187
37,0.152,0.328
37,0.161,0.346
37,0.17,0.366
37,0.181,0.388
37,0.192,0.412
37,0.205,0.439
37,0.219,0.469
37,0.235,0.503
37,0.253,0.54
37,0.102,0.167
37,0.107,0.176
37,0.113,0.185
37,0.15,0.324
37,0.159,0.342
37,0.168,0.361
37,0.18,0.433
37,0.189,0.405
37,0.201,0.431
37,0.214,0.459
37,0.229,0.491
37,0.246,0.525
37,0.101,0.166
37,0.111,0.182
37,0.117,0.192
37,0.156,0.337
37,0.131,0.213
37,0.174,0.375
37,0.185,0.397
37,0.196,0.421
37,0.209,0.448
37,0.223,0.477
37,0.238,0.508
37,0.1,0.163
37,0.132,0.285
37,0.11,0.18
37,0.115,0.189
37,0.153,0.331
37,0.162,0.348
37,0.171,0.367
37,0.181,0.388
37,0.191,0.411
37,0.203,0.435
37,0.215,0.461
37,0.229,0.49
37,0.124,0.269
37,0.119,0.194
37,0.125,0.204
37,0.167,0.359
37,0.176,0.378
37,0.186,0.399
37,0.196,0.421
37,0.208,0.445
37,0.22,0.471
38,0.116,0.192
38,0.122,0.202
38,0.129,0.213
38,0.136,0.224
38,0.144,0.237
38,0.152,0.25
38,0.162,0.266
38,0.217,0.471
38,0.232,0.501
38,0.248,0.536
38,0.266,0.574
38,0.286,0.617
38,0.117,0.194
38,0.123,0.204
38,0.13,0.214
38,0.145,0.239
38,0.164,0.269
38,0.22,0.477
38,0.235,0.509
38,0.252,0.545
38,0.272,0.586
38,0.293,0.632
38,0.149,0.324
38,0.124,0.205
38,0.131,0.216
38,0.138,0.228
38,0.146,0.241
38,0.165,0.271
38,0.176,0.289
38,0.238,0.515
38,0.256,0.552
38,0.275,0.594
38,0.298,0.642
38,0.118,0.195
38,0.124,0.205
38,0.131,0.216
38,0.139,0.228
38,0.147,0.241
38,0.156,0.256
38,0.166,0.272
38,0.224,0.484
38,0.239,0.517
38,0.257,0.555
38,0.277,0.598
38,0.301,0.647
38,0.118,0.195
38,0.124,0.205
38,0.131,0.216
38,0.156,0.256
38,0.166,0.272
38,0.224,0.484
38,0.239,0.517
38,0.257,0.555
38,0.277,0.598
38,0.3,0.647
38,0.118,0.195
38,0.124,0.205
38,0.131,0.216
38,0.138,0.227
38,0.146,0.241
38,0.155,0.255
38,0.165,0.271
38,0.222,0.481
38,0.238,0.515
38,0.255,0.552
38,0.275,0.594
38,0.298,0.642
38,0.117,0.194
38,0.156,0.339
38,0.13,0.214
38,0.137,0.226
38,0.145,0.239
38,0.154,0.253
38,0.209,0.508
38,0.22,0.477
38,0.235,0.509
38,0.252,0.545
38,0.271,0.586
38,0.293,0.632
38,0.116,0.192
38,0.155,0.337
38,0.129,0.213
38,0.172,0.374
38,0.182,0.394
38,0.192,0.417
38,0.204,0.443
38,0.217,0.471
38,0.232,0.501
38,0.248,0.536
38,0.266,0.574
38,0.286,0.617
38,0.115,0.19
38,0.121,0.2
38,0.128,0.21
38,0.17,0.369
38,0.179,0.389
38,0.19,0.411
38,0.203,0.494
38,0.213,0.462
38,0.227,0.491
38,0.242,0.524
38,0.259,0.56
38,0.278,0.599
38,0.114,0.188
38,0.126,0.208
38,0.133,0.218
38,0.176,0.383
38,0.148,0.243
38,0.197,0.427
38,0.209,0.452
38,0.222,0.48
38,0.236,0.51
38,0.251,0.543
38,0.268,0.579
38,0.113,0.186
38,0.149,0.325
38,0.124,0.204
38,0.13,0.215
38,0.173,0.376
38,0.183,0.396
38,0.193,0.418
38,0.204,0.442
38,0.216,0.467
38,0.229,0.495
38,0.243,0.525
38,0.258,0.557
38,0.14,0.305
38,0.134,0.221
38,0.141,0.232
38,0.188,0.408
38,0.198,0.43
38,0.209,0.453
38,0.221,0.478
38,0.234,0.505
38,0.247,0.534
39,0.132,0.219
39,0.139,0.23
39,0.146,0.243
39,0.154,0.256
39,0.163,0.27
39,0.173,0.286
39,0.183,0.304
39,0.246,0.538
39,0.263,0.574
39,0.281,0.613
39,0.302,0.657
39,0.324,0.707
39,0.133,0.221
39,0.14,0.232
39,0.147,0.245
39,0.165,0.273
39,0.186,0.307
39,0.25,0.546
39,0.267,0.583
39,0.286,0.625
39,0.308,0.672
39,0.333,0.725
39,0.168,0.37
39,0.14,0.233
39,0.148,0.246
39,0.157,0.26
39,0.166,0.275
39,0.187,0.31
39,0.2,0.331
39,0.27,0.59
39,0.29,0.633
39,0.313,0.682
39,0.339,0.737
39,0.134,0.222
39,0.141,0.234
39,0.149,0.247
39,0.157,0.261
39,0.166,0.276
39,0.177,0.293
39,0.188,0.311
39,0.254,0.554
39,0.272,0.593
39,0.292,0.637
39,0.315,0.687
39,0.342,0.744
39,0.134,0.222
39,0.141,0.234
39,0.149,0.247
39,0.177,0.293
39,0.188,0.311
39,0.254,0.554
39,0.272,0.593
39,0.292,0.637
39,0.315,0.687
39,0.342,0.744
39,0.133,0.222
39,0.14,0.233
39,0.148,0.246
39,0.157,0.26
39,0.166,0.275
39,0.176,0.292
39,0.187,0.31
39,0.252,0.551
39,0.27,0.589
39,0.29,0.633
39,0.313,0.681
39,0.339,0.737
39,0.133,0.221
39,0.176,0.387
39,0.147,0.245
39,0.156,0.258
39,0.165,0.273
39,0.175,0.289
39,0.237,0.581
39,0.25,0.546
39,0.267,0.583
39,0.286,0.624
39,0.308,0.671
39,0.333,0.724
39,0.132,0.219
39,0.175,0.384
39,0.146,0.243
39,0.194,0.426
39,0.206,0.45
39,0.218,0.477
39,0.231,0.506
39,0.246,0.538
39,0.263,0.573
39,0.281,0.613
39,0.301,0.657
39,0.324,0.706
39,0.13,0.217
39,0.137,0.228
39,0.144,0.24
39,0.192,0.421
39,0.203,0.444
39,0.215,0.47
39,0.23,0.564
39,0.242,0.528
39,0.257,0.561
39,0.274,0.598
39,0.293,0.639
39,0.314,0.684
39,0.129,0.215
39,0.142,0.237
39,0.15,0.249
39,0.199,0.437
39,0.167,0.277
39,0.223,0.487
39,0.236,0.516
39,0.251,0.547
39,0.266,0.582
39,0.284,0.619
39,0.303,0.66
39,0.127,0.212
39,0.168,0.37
39,0.14,0.233
39,0.147,0.245
39,0.196,0.429
39,0.206,0.452
39,0.218,0.476
39,0.23,0.503
39,0.243,0.532
39,0.258,0.563
39,0.274,0.597
39,0.29,0.633
39,0.158,0.347
39,0.152,0.252
39,0.159,0.265
39,0.212,0.464
39,0.223,0.489
39,0.236,0.515
39,0.249,0.544
39,0.263,0.574
39,0.278,0.606
40,0.151,0.253
40,0.159,0.266
40,0.167,0.28
40,0.177,0.296
40,0.187,0.313
40,0.198,0.332
40,0.211,0.352
40,0.283,0.625
40,0.302,0.667
40,0.324,0.713
40,0.347,0.765
40,0.374,0.823
40,0.152,0.255
40,0.16,0.268
40,0.169,0.283
40,0.189,0.316
40,0.214,0.357
40,0.288,0.635
40,0.308,0.679
40,0.33,0.728
40,0.356,0.784
40,0.385,0.847
40,0.193,0.427
40,0.161,0.27
40,0.17,0.285
40,0.18,0.301
40,0.191,0.319
40,0.216,0.36
40,0.23,0.385
40,0.312,0.687
40,0.335,0.739
40,0.362,0.797
40,0.393,0.864
40,0.153,0.257
40,0.161,0.271
40,0.17,0.286
40,0.18,0.302
40,0.191,0.32
40,0.203,0.34
40,0.217,0.362
40,0.292,0.645
40,0.314,0.691
40,0.338,0.744
40,0.365,0.804
40,0.397,0.873
40,0.153,0.257
40,0.161,0.271
40,0.17,0.286
40,0.203,0.34
40,0.217,0.362
40,0.292,0.645
40,0.314,0.691
40,0.338,0.744
40,0.365,0.804
40,0.397,0.873
40,0.153,0.256
40,0.161,0.27
40,0.17,0.285
40,0.18,0.301
40,0.19,0.319
40,0.202,0.339
40,0.216,0.36
40,0.291,0.641
40,0.312,0.687
40,0.335,0.739
40,0.362,0.797
40,0.393,0.864
40,0.152,0.255
40,0.202,0.447
40,0.169,0.283
40,0.178,0.299
40,0.189,0.316
40,0.201,0.336
40,0.273,0.674
40,0.288,0.634
40,0.308,0.679
40,0.33,0.728
40,0.356,0.784
40,0.385,0.847
40,0.151,0.253
40,0.2,0.444
40,0.167,0.28
40,0.223,0.493
40,0.236,0.522
40,0.25,0.553
40,0.266,0.587
40,0.283,0.624
40,0.302,0.666
40,0.323,0.713
40,0.347,0.765
40,0.374,0.823
40,0.149,0.251
40,0.157,0.263
40,0.165,0.277
40,0.22,0.487
40,0.232,0.514
40,0.246,0.544
40,0.264,0.653
40,0.277,0.612
40,0.295,0.651
40,0.315,0.694
40,0.337,0.742
40,0.361,0.794
40,0.147,0.247
40,0.163,0.273
40,0.171,0.287
40,0.228,0.505
40,0.191,0.32
40,0.255,0.564
40,0.27,0.597
40,0.287,0.633
40,0.305,0.673
40,0.325,0.716
40,0.346,0.762
40,0.145,0.244
40,0.192,0.426
40,0.16,0.268
40,0.168,0.282
40,0.224,0.495
40,0.236,0.521
40,0.249,0.55
40,0.263,0.581
40,0.278,0.614
40,0.295,0.65
40,0.312,0.688
40,0.331,0.729
40,0.18,0.4
40,0.173,0.29
40,0.182,0.305
40,0.242,0.535
40,0.255,0.563
40,0.269,0.593
40,0.283,0.626
40,0.299,0.66
40,0.315,0.695
41,0.18,0.305
41,0.19,0.321
41,0.2,0.339
41,0.212,0.359
41,0.225,0.38
41,0.239,0.404
41,0.255,0.43
41,0.343,0.766
41,0.367,0.819
41,0.394,0.879
41,0.424,0.946
41,0.458,1.02
41,0.182,0.308
41,0.192,0.324
41,0.203,0.343
41,0.228,0.385
41,0.259,0.438
41,0.35,0.781
41,0.376,0.838
41,0.405,0.903
41,0.438,0.977
41,0.475,1.06
41,0.231,0.516
41,0.193,0.327
41,0.204,0.345
41,0.217,0.366
41,0.23,0.389
41,0.262,0.443
41,0.281,0.475
41,0.382,0.852
41,0.413,0.92
41,0.448,0.999
41,0.489,1.09
41,0.183,0.31
41,0.194,0.328
41,0.205,0.347
41,0.217,0.368
41,0.231,0.391
41,0.247,0.417
41,0.264,0.446
41,0.357,0.797
41,0.385,0.859
41,0.417,0.929
